NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
NATURAL BUDDY - 50% OFF SHIPPING ON ORDERS OVER $400,NATURAL BUDDY - 50% OFF SHIPPING ON ORDERS OVER $400,Natural Buddy is excited to see you at SUPERZOO this year! Please stop by booth 4603 to say hi and learn about our wholesale opportunities. Event Special - 50% off shipping on wholesale discounted orders over $400. Mix & Match products for your store. 50% off shipping special applicable for the 48 contiguous United States only. Visit our website and go to the members page to unlock wholesale specials and quote requests. https://www.naturalbuddyproducts.com/members Password         wholesale We cannot wait to meet you! FREE samples to the first 33 visitors each day of SUPERZOO!!!,Natural Buddy is excited to see you at SUPERZOO this year! Please stop by booth 4603 to say hi and learn about our wholesale opportunities. Event Special - 50% off shipping on wholesale discounted orders over $400. Mix & Match products for your store. 50% off shipping special applicable for the 48 contiguous United States only. Visit our website and go to the members page to unlock wholesale specials and quote requests. https://www.naturalbuddyproducts.com/members Password         wholesale We cannot wait to meet you! FREE samples to the first 33 visitors each day of SUPERZOO!!!,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/214/b54cf11da1ce14f711c6804a9d2f82d3-original-natural-buddy-shampoo-line.jpg,Natural Buddy,"Made in America, Direct to Retail, Dog Products, Natural Products, Exclusive show specials","Made in America, Direct to Retail, Dog Products, Natural Products, Exclusive show specials"
15% Off Everything,15% Off Everything,Enjoy 15% off everything during the show!,Enjoy 15% off everything during the show!,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/283/c16788a416ae78d64be5309163701a86-original-copy-of-email_sig-16.png,Natural Cravings and Barking Buddha,"Dog Food & Treats, Dog Products, Grooming Products, Natural Food & Treats, Natural Products, Other Products for Service Providers, Training Products","Dog Food & Treats, Dog Products, Grooming Products, Natural Food & Treats, Natural Products, Other Products for Service Providers, Training Products"
Innovation In Pet Nutrition,Innovation In Pet Nutrition,"Get ready, pet industry and pet parents alike! Natural Cravings USA is thrilled to announce the arrival of our groundbreaking new line of raw and gently cooked meals for dogs and cats. This is no ordinary pet food – it’s a revolution in pet nutrition!","Get ready, pet industry and pet parents alike! Natural Cravings USA is thrilled to announce the arrival of our groundbreaking new line of raw and gently cooked meals for dogs and cats. This is no ordinary pet food – it’s a revolution in pet nutrition!",,Natural Cravings and Barking Buddha,New Product Showcase - Dog,New Product Showcase - Dog
Feline Natural Flavor Extensions - Lamb & Venison + Chicken & King Salmon,Feline Natural Flavor Extensions - Lamb & Venison + Chicken & King Salmon,"Discover our new Feline Natural Lamb & Venison + Chicken & King Salmon recipes. Supports energy metabolism and rich in omega 3s for brain, skin & joint health.","Discover our new Feline Natural Lamb & Venison + Chicken & King Salmon recipes. Supports energy metabolism and rich in omega 3s for brain, skin & joint health.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1443/7141e042bf898c74429603d64f145fb1-original-3574-freeze-dried-chicken-salmon-feast-320g_5.png,Natural Pet Food Group,New Product Showcase - Cat,New Product Showcase - Cat
K9 Natural Flavor Extension - Lamb & Venison Freeze Dried,K9 Natural Flavor Extension - Lamb & Venison Freeze Dried,"Discover our new K9 Natural Lamb & Venison recipe. Supports energy metabolism and rich in omega 3s for a shiny, healthy coat.","Discover our new K9 Natural Lamb & Venison recipe. Supports energy metabolism and rich in omega 3s for a shiny, healthy coat.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1442/7af3165936e3dc59f99e34a3198a4e6e-original-3579-freeze-dried-lamb-venison-feast-1.8kg_5.png,Natural Pet Food Group,New Product Showcase - Dog,New Product Showcase - Dog
15% off All Orders,15% off All Orders,Receive 15% off all direct orders from August 13th - 31st,Receive 15% off all direct orders from August 13th - 31st,,Natural Rapport,"Made in America, Dog Food & Treats, Dog Products, Grooming Products, Natural Food & Treats, Natural Products, Exclusive show specials","Made in America, Dog Food & Treats, Dog Products, Grooming Products, Natural Food & Treats, Natural Products, Exclusive show specials"
Naturally Fresh Ultra Odor Control Cat Litter,Naturally Fresh Ultra Odor Control Cat Litter,Naturally Fresh Ultra Odor Control Multi-Cat Clumping Litter is an eco-friendly clumping litter made from walnut shells and our new all-natural Fresh Shield Probiotic leading to 40% better odor control than non-probiotic formulas.,Naturally Fresh Ultra Odor Control Multi-Cat Clumping Litter is an eco-friendly clumping litter made from walnut shells and our new all-natural Fresh Shield Probiotic leading to 40% better odor control than non-probiotic formulas.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1381/40674edb8512d613296662eb6c758d97-original-uo14lbproductshot-1.jpg,Naturally Fresh,New Product Showcase - Cat,New Product Showcase - Cat
Naturally Fresh Ultra Odor Control Cat Litter,Naturally Fresh Ultra Odor Control Cat Litter,Naturally Fresh Ultra Odor Control Multi-Cat Clumping Litter is an eco-friendly clumping litter made from walnut shells and our new all-natural Fresh Shield Probiotic leading to 40% better odor control than non-probiotic formulas.,Naturally Fresh Ultra Odor Control Multi-Cat Clumping Litter is an eco-friendly clumping litter made from walnut shells and our new all-natural Fresh Shield Probiotic leading to 40% better odor control than non-probiotic formulas.,https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1380/020c99f554a1ad62cf5383be166b30bb-original-uo26lbproductshot-2.jpg,Naturally Fresh,New Product Showcase - Cat,New Product Showcase - Cat
Naturally Fresh Ultra Odor Control Cat Litter,Naturally Fresh Ultra Odor Control Cat Litter,"100% NEW LOOK, 40% BETTER ODOR CONTROL","100% NEW LOOK, 40% BETTER ODOR CONTROL",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/467/73495de1f6bb38d7bc116ede6ce66a43-original-ultra-odor-bags-straight-on.png,Naturally Fresh,New Product Showcase - Cat,New Product Showcase - Cat
"NaturVet All-In-One Daily Care for Puppy, Adult & Senior Dogs","NaturVet All-In-One Daily Care for Puppy, Adult & Senior Dogs","NaturVet All-In-One Daily Care is a multi-benefit health supplement for dogs tailored to support their evolving needs at every stage of life (puppy, adult and senior).  Now available in a delicious hickory smoked bacon flavor dogs of every age will love!","NaturVet All-In-One Daily Care is a multi-benefit health supplement for dogs tailored to support their evolving needs at every stage of life (puppy, adult and senior).  Now available in a delicious hickory smoked bacon flavor dogs of every age will love!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1018/e3c2e8f7c13dcb8dce5c25b272c814f9-original-life_stages-03.png,NaturVet,New Product Showcase - Dog,New Product Showcase - Dog
"NaturVet Lickable Cat Supplements – Multi-Vitamin/Immunity, Hip & Joint, Calming","NaturVet Lickable Cat Supplements – Multi-Vitamin/Immunity, Hip & Joint, Calming","NaturVet Multi-Vitamin/Immunity, Hip & Joint and Calming Lickable Supplements provide a fun, easy and tasty way to give cats the health and wellness support they need in a mess-free pump bottle.","NaturVet Multi-Vitamin/Immunity, Hip & Joint and Calming Lickable Supplements provide a fun, easy and tasty way to give cats the health and wellness support they need in a mess-free pump bottle.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/975/68f2517032a145204398a034c4c33c5d-original-lickable_health_cat-01.png,NaturVet,New Product Showcase - Cat,New Product Showcase - Cat
"NaturVet Lickable Dog Supplements – Multi-Vitamin/Immunity, Hip & Joint, Calming","NaturVet Lickable Dog Supplements – Multi-Vitamin/Immunity, Hip & Joint, Calming","NaturVet Multi-Vitamin/Immunity, Hip & Joint and Calming Lickable Supplements provide a fun, easy and tasty way to give dogs the health and wellness support they need in a mess-free pump bottle.","NaturVet Multi-Vitamin/Immunity, Hip & Joint and Calming Lickable Supplements provide a fun, easy and tasty way to give dogs the health and wellness support they need in a mess-free pump bottle.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/974/cdeac6bd0cce22ac1abd61fe31bdccfa-original-lickable_health_dog-01.png,NaturVet,New Product Showcase - Dog,New Product Showcase - Dog
KittyGoHere Easy-Entry Cat Litter Box,KittyGoHere Easy-Entry Cat Litter Box,"The ideal litter box for senior cats features two low entrances for easy access and a spacious interior for comfort. Higher walls help keep litter contained, while its design allows for convenient placement in the home.","The ideal litter box for senior cats features two low entrances for easy access and a spacious interior for comfort. Higher walls help keep litter contained, while its design allows for convenient placement in the home.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/408/22eaa899296c15ddc404f16f8f88d756-original-kittygohere_easyentrycatlitterbox_image.jpg,NE14pets,New Product Showcase - Cat,New Product Showcase - Cat
15% OFF/Free Shipping/No Minimums ends 8/15/25,15% OFF/Free Shipping/No Minimums ends 8/15/25,15% OFF/Free Shipping/No Minimums ends 8/15/25,15% OFF/Free Shipping/No Minimums ends 8/15/25,,Neater Pets,"Made in America, Cat Products, Dog Products, Gifts, Ships Internationally, Exclusive show specials, New Product Launch","Made in America, Cat Products, Dog Products, Gifts, Ships Internationally, Exclusive show specials, New Product Launch"
Lift N' Bag Scoop -to-Bag Pooper Scooper with trap door pole version,Lift N' Bag Scoop -to-Bag Pooper Scooper with trap door pole version,"Scoop-to-Bag Design lifts dog waste directly into the bag with no mess.
One Bag, Multiple Poops: Save money on bags and reduce plastic waste.
Easy One-Handed Operation - pole version means you never have to bend down","Scoop-to-Bag Design lifts dog waste directly into the bag with no mess.
One Bag, Multiple Poops: Save money on bags and reduce plastic waste.
Easy One-Handed Operation - pole version means you never have to bend down",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/379/8633a7a01fe2f99d1d8d01e2020b4e55-original-main-image_bkgn_15.jpg,Neater Pets,New Product Showcase - Dog,New Product Showcase - Dog
FurDozer X6 Pet Hair Remover,FurDozer X6 Pet Hair Remover,"The FurDozer X6 combines revolutionary patented design with hi-tech materials to work on multiple surfaces, including Carpets, Cars, Couches, and more!","The FurDozer X6 combines revolutionary patented design with hi-tech materials to work on multiple surfaces, including Carpets, Cars, Couches, and more!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/378/bdc24ca816e1e59f9fdad786b8c1f059-original-np_furdozer_x6_3000x3000_all19.jpg,Neater Pets,New Product Showcase - Dog,New Product Showcase - Dog
Lift N' Bag Scoop -to-Bag Pooper Scooper with trap door,Lift N' Bag Scoop -to-Bag Pooper Scooper with trap door,"Lift N’ Bag™ Scoop-to-Bag Pooper Scooper with Trap Door
Clean-Up Made Clean & Easy — One Hand, No Touch, Less Waste
2 Models Available Multiple Colors","Lift N’ Bag™ Scoop-to-Bag Pooper Scooper with Trap Door
Clean-Up Made Clean & Easy — One Hand, No Touch, Less Waste
2 Models Available Multiple Colors",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/369/a99ddff4790e1ff4ee7ed66d34195064-original-lift-n-bag_3-2.jpg,Neater Pets,New Product Showcase - Dog,New Product Showcase - Dog
Fresh Dog,Fresh Dog,Fresh Dog,Fresh Dog,,Nellie's Pet,Show Specials,Show Specials
Pet Stain and Odour Remover,Pet Stain and Odour Remover,Pet Stain and Odour Remover,Pet Stain and Odour Remover,,Nellie's Pet,Show Specials,Show Specials
Get a selfie with Mr. Monopoly at the NERF Dog booth #7157 and win some prizes!,Get a selfie with Mr. Monopoly at the NERF Dog booth #7157 and win some prizes!,"Stop by the NERF Dog booth and strike a pose with everyone's favorite tycoon, Mr. Monopoly! Snap a selfie, have some fun, and check out our latest NERF Dog toys that bring BIG play to every pup. Fun, games, and giveaways await — don’t miss your chance to meet the legend himself!","Stop by the NERF Dog booth and strike a pose with everyone's favorite tycoon, Mr. Monopoly! Snap a selfie, have some fun, and check out our latest NERF Dog toys that bring BIG play to every pup. Fun, games, and giveaways await — don’t miss your chance to meet the legend himself!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1058/89b3b560d3dc43ce30b930bcad3d5b66-original-image-3.png,Nerf Dog,"Cat Products, Dog Products, New Product Launch","Cat Products, Dog Products, New Product Launch"
Hasbro Dog Toys Play-Doh Plush Collection,Hasbro Dog Toys Play-Doh Plush Collection,"Meet the colorful crew your dogs will love! This Play-Doh collection features a squishy snake, a jumbo elephant, and a fluffy yeti. Bright colors, bold fun: playtime’s just begun! Squish, squeak, and play all day with Hasbro Dog Toys.","Meet the colorful crew your dogs will love! This Play-Doh collection features a squishy snake, a jumbo elephant, and a fluffy yeti. Bright colors, bold fun: playtime’s just begun! Squish, squeak, and play all day with Hasbro Dog Toys.",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1050/6f45739b012cab6304ec7036b300f598-original-hdt-1076.jpg,Nerf Dog,New Product Showcase - Dog,New Product Showcase - Dog
"NERF Cat Catnip Blaster, Puzzle Feeder, and Plush Bird with Bell, Wand, and Catnip Pouch","NERF Cat Catnip Blaster, Puzzle Feeder, and Plush Bird with Bell, Wand, and Catnip Pouch","Chase, pounce, and play with the NERF Cat toys! Launch catnip discs and have a laser chase with our Catnip Blaster, turn treat time into playtime with the Slow Feeder, and keep them swatting at our plushy bird on a wand. Endless fun for curious cats!","Chase, pounce, and play with the NERF Cat toys! Launch catnip discs and have a laser chase with our Catnip Blaster, turn treat time into playtime with the Slow Feeder, and keep them swatting at our plushy bird on a wand. Endless fun for curious cats!",https://static.prod01.ue1.p.pcomm.net:443/sz2025/user_content/review_items/2/1049/b8ab8c6a5613c3a6dce4103ce18790d8-original-nc-2200_4.jpg,Nerf Dog,New Product Showcase - Cat,New Product Showcase - Cat
