NAME_EN,NAME_KR,DESCRIPTION_EN,DESCRIPTION_KR,KEYWORDS_EN,KEYWORDS_KR,IMAGE_URL,COMPANY_NAME_EN,INDUSTRY_NAME_EN,INDUSTRY_NAME_KR
7 to 1,7 to 1,7 to 1 is designed to highlight performance and modern sports trends.,7 to 1 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"High Cedar Enterprise Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Rishikesh,Rishikesh,Rishikesh offers innovation aligned with ISPO Munich 2025.,Rishikesh 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,High Hope Int'l Group Jiangsu Champion Holdings Ltd.,Sports / Outdoor,스포츠 / 아웃도어
High Hope Zhongding Corp.,High Hope Zhongding Corp.,High Hope Zhongding Corp. provides high-value sports technology for global buyers.,High Hope Zhongding Corp. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,High Hope Zhongding Corp.,Sports / Outdoor,스포츠 / 아웃도어
Highsnobiety,Highsnobiety,Highsnobiety offers innovation aligned with ISPO Munich 2025.,Highsnobiety 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Highsnobiety,Sports / Outdoor,스포츠 / 아웃도어
HMILES,HMILES,HMILES introduces next-generation functionality for active lifestyles.,HMILES 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Hightex Sports (Quanzhou) Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
BODY SCULPTURE,BODY SCULPTURE,BODY SCULPTURE is designed to highlight performance and modern sports trends.,BODY SCULPTURE 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Hi Mark International Ltd.,Sports / Outdoor,스포츠 / 아웃도어
HiMEL Corp.,HiMEL Corp.,HiMEL Corp. introduces next-generation functionality for active lifestyles.,HiMEL Corp. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,HiMEL Corp.,Sports / Outdoor,스포츠 / 아웃도어
Hind Sports,Hind Sports,Hind Sports presents advanced outdoor sports solutions.,Hind Sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Hind Sports,Sports / Outdoor,스포츠 / 아웃도어
Hiveact,Hiveact,Hiveact introduces next-generation functionality for active lifestyles.,Hiveact 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/media/158/1/F_1124_6/F_1124_6_3_N_ELM_17509_3_1.jpg,Hiveact,Sports / Outdoor,스포츠 / 아웃도어
H. Nizam Din & Sons,H. Nizam Din & Sons,H. Nizam Din & Sons offers innovation aligned with ISPO Munich 2025.,H. Nizam Din & Sons 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,H. Nizam Din & Sons,Sports / Outdoor,스포츠 / 아웃도어
Home of Flashlights,Home of Flashlights,Home of Flashlights is designed to highlight performance and modern sports trends.,Home of Flashlights 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Home of Flashlights Stewitsch,Sports / Outdoor,스포츠 / 아웃도어
"Honghuixin Garment Accessories Co., Ltd.","Honghuixin Garment Accessories Co., Ltd.","Honghuixin Garment Accessories Co., Ltd. presents advanced outdoor sports solutions.","Honghuixin Garment Accessories Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Honghuixin Garment Accessories Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Hong Kong Haofeng Group Co., Ltd.","Hong Kong Haofeng Group Co., Ltd.","Hong Kong Haofeng Group Co., Ltd. presents advanced outdoor sports solutions.","Hong Kong Haofeng Group Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Hong Kong Haofeng Group Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
HKTDC,HKTDC,HKTDC offers innovation aligned with ISPO Munich 2025.,HKTDC 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Hong Kong Trade Development Council (HKTDC),Sports / Outdoor,스포츠 / 아웃도어
hongmao sports,hongmao sports,hongmao sports offers innovation aligned with ISPO Munich 2025.,hongmao sports 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Hongmao Sports Ltd.,Sports / Outdoor,스포츠 / 아웃도어
House of Regalia,House of Regalia,House of Regalia is designed to highlight performance and modern sports trends.,House of Regalia 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,House of Regalia,Sports / Outdoor,스포츠 / 아웃도어
SKINION X®,SKINION X®,SKINION X® introduces next-generation functionality for active lifestyles.,SKINION X® 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,H-Pro GmbH,Sports / Outdoor,스포츠 / 아웃도어
GOLDSONI,GOLDSONI,GOLDSONI presents advanced outdoor sports solutions.,GOLDSONI 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,H.Skill Sports - Goldsoni,Sports / Outdoor,스포츠 / 아웃도어
"HuaDing Sports Goods Co., Ltd.","HuaDing Sports Goods Co., Ltd.","HuaDing Sports Goods Co., Ltd. introduces next-generation functionality for active lifestyles.","HuaDing Sports Goods Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"HuaDing Sports Goods Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Huafang Co., Ltd.","Huafang Co., Ltd.","Huafang Co., Ltd. presents advanced outdoor sports solutions.","Huafang Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Huafang Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Huaian Richer Clothing Co., Ltd.","Huaian Richer Clothing Co., Ltd.","Huaian Richer Clothing Co., Ltd. presents advanced outdoor sports solutions.","Huaian Richer Clothing Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Huaian Richer Clothing Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Huamao (Xiamen) Special Material Co., Ltd.","Huamao (Xiamen) Special Material Co., Ltd.","Huamao (Xiamen) Special Material Co., Ltd. provides high-value sports technology for global buyers.","Huamao (Xiamen) Special Material Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Huamao (Xiamen) Special Material Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
YALIDA,YALIDA,YALIDA is designed to highlight performance and modern sports trends.,YALIDA 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Hubei Yalida Garment Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
SHDR SHEPHERD DIARIES,SHDR SHEPHERD DIARIES,SHDR SHEPHERD DIARIES offers innovation aligned with ISPO Munich 2025.,SHDR SHEPHERD DIARIES 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Hubei Yuyuan Garments Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Huian Maohuang Bag & Dress Co., Ltd.","Huian Maohuang Bag & Dress Co., Ltd.","Huian Maohuang Bag & Dress Co., Ltd. introduces next-generation functionality for active lifestyles.","Huian Maohuang Bag & Dress Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Huian Maohuang Bag & Dress Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Huibang Fashion FZCO,Huibang Fashion FZCO,Huibang Fashion FZCO presents advanced outdoor sports solutions.,Huibang Fashion FZCO 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,Huibang Fashion FZCO,Sports / Outdoor,스포츠 / 아웃도어
"Huizhou Boen Sports Goods Co., Ltd.","Huizhou Boen Sports Goods Co., Ltd.","Huizhou Boen Sports Goods Co., Ltd. is designed to highlight performance and modern sports trends.","Huizhou Boen Sports Goods Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Huizhou Boen Sports Goods Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
MELORS,MELORS,MELORS offers innovation aligned with ISPO Munich 2025.,MELORS 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Huizhou City Melors Plastic Products Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Junjian,Junjian,Junjian provides high-value sports technology for global buyers.,Junjian 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Huizhou STX Imp. & Exp. Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
Mystyle,Mystyle,Mystyle provides high-value sports technology for global buyers.,Mystyle 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,HuNan Mystyle Sport Co. Ltd.,Sports / Outdoor,스포츠 / 아웃도어
TALLTOP,TALLTOP,TALLTOP is designed to highlight performance and modern sports trends.,TALLTOP 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Hunan Tiantou Plastic Products Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Hunan Xinghai Sports Co., Ltd.","Hunan Xinghai Sports Co., Ltd.","Hunan Xinghai Sports Co., Ltd. is designed to highlight performance and modern sports trends.","Hunan Xinghai Sports Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Hunan Xinghai Sports Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
HURU,HURU,HURU presents advanced outdoor sports solutions.,HURU 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,HURU,Sports / Outdoor,스포츠 / 아웃도어
"Huzhou New Century Int'l Trade Co., Ltd.","Huzhou New Century Int'l Trade Co., Ltd.","Huzhou New Century Int'l Trade Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Huzhou New Century Int'l Trade Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Huzhou New Century Int'l Trade Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Huzhou O-Lin Imp. & Exp. Co., Ltd.","Huzhou O-Lin Imp. & Exp. Co., Ltd.","Huzhou O-Lin Imp. & Exp. Co., Ltd. introduces next-generation functionality for active lifestyles.","Huzhou O-Lin Imp. & Exp. Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Huzhou O-Lin Imp. & Exp. Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
HWAFUNE,HWAFUNE,HWAFUNE introduces next-generation functionality for active lifestyles.,HWAFUNE 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Hwa Fune Industry Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"Hwasung Int'l Co., Ltd.","Hwasung Int'l Co., Ltd.","Hwasung Int'l Co., Ltd. offers innovation aligned with ISPO Munich 2025.","Hwasung Int'l Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Hwasung Int'l Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
HWK Kronbichler GmbH,HWK Kronbichler GmbH,HWK Kronbichler GmbH offers innovation aligned with ISPO Munich 2025.,HWK Kronbichler GmbH 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,,HWK Kronbichler GmbH,Sports / Outdoor,스포츠 / 아웃도어
HYBEX,HYBEX,HYBEX offers innovation aligned with ISPO Munich 2025.,HYBEX 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,HYBEX Inc.,Sports / Outdoor,스포츠 / 아웃도어
Hydrodynamic,Hydrodynamic,Hydrodynamic is designed to highlight performance and modern sports trends.,Hydrodynamic 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,"Hydrodynamic Enterprise Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
CREORA,CREORA,CREORA is designed to highlight performance and modern sports trends.,CREORA 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Hyosung TNC,Sports / Outdoor,스포츠 / 아웃도어
CREORA,CREORA,CREORA offers innovation aligned with ISPO Munich 2025.,CREORA 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Hyosung TNC,Sports / Outdoor,스포츠 / 아웃도어
Hyperlab,Hyperlab,Hyperlab provides high-value sports technology for global buyers.,Hyperlab 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,Hyperlab Sportech Pvt. Ltd.,Sports / Outdoor,스포츠 / 아웃도어
"Hyundai Chemical Co., Ltd.","Hyundai Chemical Co., Ltd.","Hyundai Chemical Co., Ltd. introduces next-generation functionality for active lifestyles.","Hyundai Chemical Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Hyundai Chemical Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
i-BrainTech,i-BrainTech,i-BrainTech is designed to highlight performance and modern sports trends.,i-BrainTech 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,i-BrainTech,Sports / Outdoor,스포츠 / 아웃도어
ICEBUG,ICEBUG,ICEBUG is designed to highlight performance and modern sports trends.,ICEBUG 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.,,,https://munichexhibitors.ispo.com/prj_158/_inc002/_images/view/ok/elements/placeholder_br.png,ICEBUG,Sports / Outdoor,스포츠 / 아웃도어
"Icomwell Intelligent Medical Technology Co., Ltd.","Icomwell Intelligent Medical Technology Co., Ltd.","Icomwell Intelligent Medical Technology Co., Ltd. is designed to highlight performance and modern sports trends.","Icomwell Intelligent Medical Technology Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"Icomwell Intelligent Medical Technology Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
"IDEAT Co., Ltd.","IDEAT Co., Ltd.","IDEAT Co., Ltd. introduces next-generation functionality for active lifestyles.","IDEAT Co., Ltd. 제품은 최신 스포츠 및 아웃도어 트렌드를 반영한 혁신적인 솔루션을 제공합니다.",,,,"IDEAT Co., Ltd.",Sports / Outdoor,스포츠 / 아웃도어
